"";"X.dep_18";"X.dep_22";"X.dep_36";"X.dep_48";"X.dep_75"
"démagogie";-2,0483;-1,4899;-0,6972;-2,0714;4,3062
"accablant";0,2569;-0,3077;-0,2032;-0,0939;0,4323
"légion";-0,4137;-0,3069;-0,2509;1,2716;-0,3104
"laver";1,6807;0,3531;0,5413;0,4646;-1,469
"aimer";1,5055;1,0346;2,1409;0,4779;-3,2983
"naturalisations";0,2743;-0,7176;-0,1912;-0,0884;0,7508
"excuse";0,4243;0,9287;0,5628;1,2737;-1,803
"persévérance";-0,309;-0,6728;-0,1793;-0,0829;1,3264
"gauche";0,3495;-0,5816;0,3537;0,5721;0,3141
"frontex";0,5665;-0,9867;0,3428;2,5856;-0,685
"élévé";-0,2678;0,8918;-0,1554;-0,0718;-0,3573
"yemen";-0,2678;0,4325;-0,1554;-0,0718;0,2512
"perceptible";-0,4724;0,3699;-0,8725;0,6278;0,3991
"annuités";-0,2022;-0,5082;-0,5617;-0,2596;0,9471
"visage";-0,2781;-0,9584;-0,3268;0,2762;0,912
"saisonnier";-0,6328;0,3775;-0,1951;0,3826;0,3033
"gaffer";-0,2678;-0,2003;0,5218;-0,0718;0,2512
"inacceptable";0,3084;-1,8536;0,4336;-1,0111;1,4807
"départementale";2,6323;0,405;2,1679;0,777;-3,5427
"excel";-0,3708;0,2684;0,4082;-0,0994;0,2441
"attirant";-0,5767;-0,6488;0,2698;-0,1547;1,0511
"catégorie";0,4778;-1,7053;0,4921;1,7611;0,4564
"calme";0,288;3,8013;0,3613;-0,2721;-2,8596
"compostage";1,7381;7,8915;2,9158;4,5599;-16,2579
"débit";2,6617;5,5132;3,4466;3,6284;-14,946
"navigable";0,2263;0,546;1,0319;-0,1049;-0,9168
"productivisme";0,2002;0,4681;-0,251;-0,116;-0,253
"consolidation";-0,2643;-0,445;-0,3944;-0,1823;0,9259
"larrouturou";-0,3708;-0,8073;-0,2151;-0,0994;1,5917
"impulsé";-0,4119;5,2201;-0,239;-0,1105;-2,869
"endémique";-0,3285;-1,7043;1,0777;-0,2099;0,8358
"spectre";-0,5093;-0,602;-0,6095;-0,2817;1,5242
"dreal";0,5394;-1,0316;3,4825;1,4699;-1,7842
"help";-0,309;-0,2525;-0,1793;-0,0829;0,6842
"urine";-0,4842;-2,3622;-0,8844;-0,4087;3,5884
"nucleaires";-0,148;0,4025;-0,2749;-0,127;0,2378
"fluctuantes";0,3625;0,4784;0,5509;-0,0663;-0,7818
"enfermement";-0,3154;-0,5486;-0,4422;-0,2044;1,1486
"télévisuel";1,4841;-0,2786;0,2693;-0,3646;-0,6497
"symptomatique";-0,3024;-0,9229;-0,4303;-0,1988;1,5679
"ya";-0,4115;0,6441;0,4269;-0,2389;-0,4553
"yc";-0,9887;-1,3589;-0,5737;-0,2651;3,1712
"vomir";-0,3708;0,2684;-0,2151;-0,0994;0,4822
"hypocrisie";-0,2681;-2,0455;-0,6996;0,3274;1,8641
"expéditif";-0,2472;-0,1754;0,5509;-0,0663;0,2114
"stopper";1,3866;4,2764;0,7552;1,7367;-6,6277
"algérie";-0,9102;-0,2904;-0,4222;1,1293;0,4964
"ifa";-0,3914;-0,8522;-0,2271;-0,1049;1,6801
"ifi";-23,7338;-48,5569;-8,269;-7,6292;91,9484
"laconsigne";-0,3914;-0,8522;-0,2271;-0,1049;1,6801
"négation";-1,1535;-0,2794;-0,2606;-0,3093;1,0534
"oubliette";-0,3296;0,3234;0,4484;-0,0884;-0,2313
"aîné";-0,5027;-0,8882;1,257;0,4426;0,3807
"issue";0,7325;-0,6738;-0,684;0,3264;0,4742
"dictatorial";-0,1809;0,322;-0,3107;-0,1436;0,3341
"impunies";0,2263;-0,3654;-0,2271;2,7745;-0,5788
"flécher";-0,2336;-1,4004;-0,8347;-0,9611;2,0436
"recu";-0,4119;-0,3951;-0,239;-0,1105;1,0269
"marchandage";1,1227;-0,4485;0,6188;-0,0552;-0,5605
"piège";-0,5304;-0,9412;0,5797;0,663;0,5881
"syrie";-2,101;0,5257;1,2233;-0,5634;0,3177
"ethikis";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"enthousiasme";0,3266;0,3652;0,2163;-0,1878;-0,3566
"escroquerie";0,7619;-1,0406;-0,4548;-0,4474;0,7868
"arsenal";1,0448;0,6078;-0,4119;-0,6407;-0,651
"versant";0,6504;-0,5157;-0,3663;0,2295;0,3331
"glorieux";-0,846;-0,5738;-0,39;-0,4032;1,5315
"dimensionnement";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"factuel";0,3781;-1,603;-0,3742;0,2257;1,1268
"banane";-0,5355;-0,5831;0,8059;-0,1436;0,5717
"norme";-0,4103;1,5633;1,1475;1,0842;-2,0481
"center";-0,4531;-0,9867;0,3428;-0,1215;1,1696
"dépannage";0,82;-0,2525;1,2131;0,7602;-1,368
"voiries";-0,3285;-0,5754;0,5592;-0,2099;0,5614
"diplomes";0,4265;-0,3254;0,2698;-0,1547;0,2322
"rente";0,2947;-1,5139;-1,4412;0,3132;1,7839
"popularité";-0,1809;-1,1661;0,2915;0,5504;0,5717
"retablissement";0,6262;0,5054;0,3734;0,6486;-1,2233
"frapper";-0,9323;-0,6485;-0,6426;0,9329;0,9973
"sud_ouest";-0,2884;0,3918;-0,1673;-0,0773;0,2934
"poulet";-0,2768;-0,4703;0,2163;-0,1878;0,6509
"modernisées";-0,2678;-0,2003;-0,1554;-0,0718;0,5545
"accaparent";0,2002;-0,1807;0,3576;-0,116;-0,253
"tourisme";0,4715;2,0088;-1,1313;-0,3826;-1,0417
"désinvolture";-0,2884;-0,6279;0,4952;-0,0773;0,6187
"purement";-0,8991;-3,2808;0,603;-1,5061;3,4202
"gratuitement";0,4506;0,5628;-0,2803;-0,2607;-0,5569
"experiences";0,241;-0,8073;-0,2151;-0,0994;0,8871
"ordi";-0,1697;0,3467;0,3033;-0,1381;-0,3016
"anonymat";-0,9118;0,9215;-0,7487;-0,4109;0,4131
"méthodique";-0,206;0,5907;-0,1195;2,1727;-1,0234
"haleine";0,7948;0,78;0,2503;0,4987;-1,428
"vélibs";-0,309;-0,6728;-0,1793;-0,0829;1,3264
"terreau";0,6344;-0,5221;-0,4303;0,4349;0,3046
"crayon";0,391;-0,4934;0,583;-0,0608;0,1741
"athée";0,4027;-0,4622;0,6519;-0,4916;0,2816
"référendaire";0,546;-0,7123;-0,7503;-0,6352;0,8927
"dominant";-1,2754;-2,5487;-0,6398;2,4659;2,0085
"indésirable";-0,5355;0,6055;0,2915;-0,1436;-0,2703
"docile";-0,3708;0,5905;-0,2151;0,6891;-0,3666
"attrister";-0,2884;-0,6279;-0,1673;-0,0773;1,238
"délit";0,6865;-0,3875;-1,6414;-0,7329;0,6981
"anxiogènes";-0,3296;0,3234;0,4484;-0,0884;-0,2313
"recommendations";0,4677;-0,5831;-0,3107;-0,1436;0,5717
"totaliser";-0,4325;0,84;-0,251;-0,116;-0,253
"redensifier";2,0302;0,1911;-0,1195;-0,0552;-1,0234
"novateur";-0,4607;-0,5541;0,5075;0,222;0,5169
"plafonnés";-0,3154;-0,2994;1,1049;-0,2044;-0,2714
"win";-0,3502;-0,7625;-0,2032;-0,0939;1,5033
"exercice";0,4345;-4,8657;0,438;-0,5192;2,7124
"brutalement";0,4006;0,2735;-0,2114;0,3337;-0,3809
"invisible";-0,3635;-0,2465;-1,1069;-0,3741;0,7842
"gestionnaire";-0,2911;0,4089;-0,5904;0,4867;0,2668
"sectaire";0,6087;-0,7004;0,3466;-0,5026;0,4248
"remarque";-1,4234;0,3887;0,431;-1,0603;0,7529
"pensance";-0,5767;-1,2558;0,2698;-0,1547;1,6113
"contrat";1,1463;-0,6932;-1,0662;0,5587;0,3761
"centime";1,5065;-0,5704;-0,4684;-0,5771;-0,2801
"collecter";-0,6397;-0,2883;-0,4162;-0,7377;0,7755
"migrateur";-0,1809;-0,281;-0,3107;0,5504;0,3341
"inculture";0,5394;-1,0316;0,3289;-0,127;0,4373
"dame";0,4546;1,1471;1,0065;-0,3416;-1,5189
"cantal";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"brûler";1,6988;0,6468;0,9351;1,1072;-2,6764
"rebattre";0,2263;0,245;0,3902;-0,1049;-0,324
"look";-0,4119;-0,897;-0,239;-0,1105;1,7685
"syndrome";-0,3959;-0,2336;-0,1715;0,3755;0,3462
"transgresser";0,2002;-0,4254;0,9579;-0,116;-0,253
"moyennement";0,6949;-0,3363;1,0726;-0,0994;-0,6455
"docteur";1,7681;0,3412;0,4607;0,9554;-1,9125
"discrimine";-0,309;-0,2525;-0,1793;-0,0829;0,6842
"agréger";0,3726;0,4408;-0,3705;-0,1712;-0,2848
"enfouissement";0,4146;-0,3133;-0,2046;0,9092;-0,4099
"particulier";-2,1044;-6,457;-2,001;-1,7054;11,0383
"promeneur";-0,3502;-0,7625;-0,2032;-0,0939;1,5033
"thermiquement";-0,1587;-0,5188;0,3157;-0,1326;0,4807
"resocialiser";-0,2266;-0,1516;-0,1315;0,8842;0,1741
"censure";-1,0904;-1,2276;-0,5132;-0,4861;2,7712
"evasion";-2,4985;1,1917;-2,0079;-0,1917;0,7232
"ponctionnés";-0,5532;-1,0451;-0,6454;-0,2983;2,2047
"adhésion";-3,4108;-1,5786;-1,727;0,413;4,629
"bloctel";-0,2884;-0,226;1,2676;-0,0773;-0,3088
"abstrait";-0,3822;-0,2189;-0,502;0,3832;0,4905
"marque";-0,4354;-1,0543;-1,2085;-1,0692;2,2115
"startups";-0,5767;-0,3254;-0,3346;-0,1547;1,0511
"debré";-0,309;-0,6728;-0,1793;-0,0829;1,3264
"lmde";-0,2884;-0,226;1,2676;-0,0773;-0,3088
"générer";-0,4361;-0,9101;-0,2653;-0,7989;1,1475
"triste";0,6794;-0,6984;-0,4363;-0,8838;0,6759
"preneur";-0,6179;0,4695;0,2503;0,4987;-0,3145
"centenaire";0,8942;-0,3029;0,2804;0,5366;-0,6625
"indiscutable";-0,248;-0,3841;-0,6215;0,3153;0,6311
"démultiplier";0,7201;-0,6735;-0,3352;-0,3646;0,5113
"coercitifs";-0,5561;-1,211;-0,3227;-0,1491;2,3875
"réquisitionner";0,3726;-0,3958;-0,3705;-0,1712;0,523
"tousser";0,6262;-0,3951;-0,239;-0,1105;0,3162
"universel";0,8854;-0,3062;-1,5204;0,5778;-0,2953
"prudhommes";-0,2472;-0,5382;0,5509;-0,0663;0,4918
"cauchemar";-1,1571;-3,0845;-1,0995;-0,5082;5,7638
"escargot";0,2932;0,7524;-0,1793;3,0864;-1,9372
"minimas";-0,2868;0,8921;2,2506;1,177;-2,2817
"providence";-1,4417;0,3636;-1,7091;0,2669;1,182
"règlement";-0,9918;-0,6829;0,3561;0,9746;0,698
"djihadistes";-1,1741;-0,4805;-0,2679;-0,3148;1,4472
"minimal";0,3801;-4,6551;0,4068;-1,1661;3,0864
"convivialité";-1,2976;0,5605;0,612;-0,348;0,3009
"tabou";0,4985;0,6166;0,2616;0,2807;-0,7366
"sociologie";-0,8033;-0,6026;-0,4661;-0,2154;1,7711
"intransigeance";0,4243;0,4755;-0,343;0,2415;-0,4595
"taxons";-0,6738;-1,3018;0,2973;-0,3425;1,7192
"pacser";-0,3708;0,2684;-0,2151;-0,0994;0,4822
"step";-0,2266;-0,4934;-0,1315;-0,0608;0,9727
"soft";-0,6797;-1,4801;-0,3944;-0,1823;2,9181
"polyvalentes";0,2529;1,0358;1,026;-0,2209;-1,2839
"sueur";0,2569;0,6393;-0,2032;-0,0939;-0,4149
"absurde";-1,8853;-2,2661;-1,9965;0,6297;4,376
"désoler";-0,248;-0,6263;-0,2322;0,3153;0,6311
"décembre";-0,8491;-0,2663;0,3377;0,2409;0,5039
"pervertir";-0,2472;-0,1754;0,5509;-0,0663;0,2114
"créteil";-0,2472;-0,5382;1,3916;-0,0663;0,2114
"renforcee";-0,206;0,1911;-0,1195;-0,0552;0,3713
"déchêts";-0,2156;-1,3007;-0,3466;-0,1602;1,6865
"renforcer";-8,5016;-10,1267;-8,1939;-2,9219;29,0296
"gangrènent";-0,3708;-0,3363;-0,2151;-0,0994;0,8871
"novlangue";-0,2472;-0,1754;-0,1434;-0,0663;0,4918
"uber";-1,5501;-2,0187;-0,4054;-0,6352;3,9147
"proteger";-0,1935;-0,2802;-0,5498;-0,2541;0,6346
"proteges";-0,206;0,1911;-0,1195;-0,0552;0,3713
"braconnage";0,709;0,3888;-0,3944;1,1861;-0,8558
"incantation";-0,4531;-0,9867;-0,2629;-0,1215;1,9454
"fructifier";0,2128;0,5054;0,3734;-0,1105;-0,5193
"véridique";0,391;-0,4934;0,583;-0,0608;0,1741
"incapacité";0,7308;-0,8024;0,3499;0,3545;0,2983
"brouillon";-0,4531;-0,4561;-0,2629;0,6125;0,6962
"dingue";-0,4043;0,331;-0,3063;-0,7512;0,5352
"intégrables";-0,309;-0,6728;-0,1793;-0,0829;1,3264
"opportunisme";0,4265;-0,3254;0,2698;-0,1547;0,2322
"électroniquement";0,391;-0,4934;-0,1315;-0,0608;0,4306
"judiciaire";-0,9599;-0,4702;-1,3488;1,0196;1,0417
"rencontre";1,1644;-1,8705;-0,9216;-0,589;1,2336
"desserte";1,562;-1,8807;0,8948;-0,3777;0,2844
"infographie";-0,6591;-0,2115;-0,3824;-0,1768;0,8723
"psycho";-0,7003;-0,2451;1,1928;-0,1878;0,2517
"etais";-0,3708;-0,3363;-0,2151;-0,0994;0,8871
"rouleau";-0,2678;-0,2003;-0,1554;0,817;0,2512
"arrogance";-0,231;1,4761;-0,5202;0,6311;-1,0686
"députation";-0,3686;0,4252;0,5139;-0,2265;-0,3087
"inamovible";-0,4531;-0,4561;-0,2629;-0,1215;1,1696
"biaiser";8,5872;3,5495;8,4697;4,9007;-23,8895
"procès";-0,4983;-0,4166;-1,2824;0,7645;0,7907
"suite";0,3421;1,3874;0,9608;0,3853;-1,6975
"implémenter";-0,3502;-0,7625;0,4276;-0,0939;0,8185
"grenouille";-0,206;1,174;-0,1195;-0,0552;-0,5605
"provence";-0,3502;-0,3077;-0,2032;-0,0939;0,8185
"traîner";-0,2187;1,5809;-0,2486;-0,1613;-1,0715
"cultivateur";-0,148;9,7681;-0,2749;-0,127;-6,9426
"rattacher";1,2566;-0,2608;0,7077;0,3186;-1,0752
"barbare";-0,8651;-0,2189;-0,1651;-0,232;0,7239
"degres";-0,2884;0,3918;-0,1673;0,7875;-0,3088
"cérébral";-0,5149;2,0675;1,5308;-0,1381;-2,009
"colonel";-0,2266;-0,1516;0,583;-0,0608;0,1741
"annulation";0,2837;-0,6337;0,6509;-0,271;0,3847
"labeur";1,3219;0,3809;0,4864;1,767;-2,1108
"basique";-0,3116;-0,3747;-1,2431;-0,9224;1,1561
"photovoltaique";2,7211;3;0,5435;2,8315;-8,4958
"égal";0,3261;0,764;-1,3753;-0,3032;-0,3036
"5ième";-0,206;0,5907;-0,1195;-0,0552;-0,2406
"commercial";2,6681;0,5272;0,6379;-1,2171;-1,5544
"enercoop";-0,9915;0,9831;-0,98;0,5565;0,2546
"océanique";-0,3296;0,693;-0,1912;-0,0884;-0,2313
"sécher";-0,4531;0,4339;0,9241;-0,1215;-0,418
"combattre";0,5627;1,1152;-0,2764;-2,0616;-0,6707
"chant";3,2294;-0,9829;-0,6215;-0,2872;-0,4456
"hétérogénéité";-0,2884;-0,6279;-0,1673;4,637;-0,6042
"méconnu";-0,8857;0,3809;1,5388;-0,2375;-0,4036
"alléchant";-0,206;0,1911;0,6188;-0,0552;-0,2406
"repensés";0,82;-0,2525;0,4708;-0,0829;-0,5325
"portugais";0,3264;0,3403;0,3545;-0,3038;-0,3617
"retaites";-0,2884;-0,226;-0,1673;-0,0773;0,6187
"critère";-2,3257;-3,9363;-3,434;-0,5232;8,6066
"cram";2,4992;2,875;0,4952;-0,0773;-5,7608
"hydro";0,3896;2,7524;3,8683;-0,1657;-5,4852
"équivoque";-0,4531;-0,4561;0,3428;-0,1215;0,6962
"lointain";0,296;-0,6078;0,5338;-0,6786;0,5132
"chimie";0,5598;2,9409;0,3109;0,2992;-2,8251
"bière";1,2574;0,546;-0,2271;-0,1049;-0,9168
"confidentialité";-0,5973;0,825;0,2598;-0,1602;-0,3471
"décemment";-0,2786;0,309;1,6142;-0,608;-0,5751
"porteur";0,3472;0,9732;0,5134;-1,2851;-0,7066
"co_voiturage";2,1869;0,9766;-0,9392;0,3754;-1,6718
"insolvable";0,3371;-0,5831;-0,1554;0,817;0,2512
"homologation";-0,4119;2,6701;-0,239;-0,1105;-1,2233
"décentralisations";2,0302;-0,4485;-0,1195;-0,0552;-0,5605
"arrangement";-1,4462;0,7432;0,4642;-0,2227;0,2584
"optimiser";-0,2935;-0,5151;0,5261;-0,8228;0,5292
"titre";-1,0083;-2,2609;-0,4328;-1,696;3,5637
"petit_fils";0,3141;0,8183;-0,1673;-0,0773;-0,6042
"trahir";-0,4842;1,5659;-0,1711;-0,4087;-0,7156
"elus";1,0964;2,3062;-0,7281;0,8219;-2,4941
"fatigue";1,9658;-0,9888;0,7759;0,198;-0,7126
"attentat";-0,2187;0,4255;-1,0637;-0,1613;0,383
"émissaire";0,7387;-0,651;0,5868;0,2499;-0,3764
"robotisation";0,2997;-0,5221;1,1332;0,4349;-0,4682
"sceau";0,3371;-0,2003;-0,1554;-0,0718;0,2512
"trotinettes";-0,1906;-2,0083;-0,7768;-0,359;2,3702
"résistant";0,4935;1,2568;-0,5139;0,3755;-1,0745
"creation";-0,5989;-0,6464;-0,5342;-0,7402;1,5328
"revalorisées";0,4902;-1,1213;0,8332;-0,1381;0,3004
"plues";-0,3914;-0,8522;-0,2271;0,6682;0,9566
"sévèrement";0,8429;-0,2914;0,8499;1,8437;-1,4055
"documenter";-0,3959;-0,7146;-0,1715;0,3755;0,7669
"désynchroniser";1,0487;-0,4934;-0,1315;-0,0608;0,1741
"défilé";0,4601;-0,4633;-0,1846;-0,2486;0,403
"ç";-0,5767;-0,6488;0,7552;-0,1547;0,6676
"fillon";1,7109;1,3583;-1,0398;-0,1555;-1,633
"stagner";-0,3418;1,0828;0,5435;-0,2154;-0,7748
"afpa";3,0759;3,0799;2,934;-0,243;-8,6107
"epoque";-0,3502;-0,3077;-0,2032;-0,0939;0,8185
"remise";0,5272;0,4597;-1,0057;1,0167;-0,4964
"réjouir";-0,3285;-0,5754;-0,1402;0,4165;0,5614
"memes";0,2947;0,3643;-0,2435;0,6899;-0,4853
"flamme";0,3371;-0,5831;-0,1554;-0,0718;0,5545
"kilométrique";0,5691;0,5008;0,9468;0,477;-1,2663
"printemps";0,3208;0,4361;-0,3;0,8932;-0,5906
"protagoniste";-0,5767;0,278;0,2698;-0,1547;0,4057
"hostile";-1,1854;-0,3841;-0,2575;-0,696;1,246
"chauffage";0,4119;0,6575;1,4142;3,5045;-2,289
"entendants";-0,3016;2,8234;-0,9442;-0,4364;-1,1004
"dualité";-0,309;-0,2525;-0,1793;-0,0829;0,6842
"capteur";0,6574;0,6097;1,2797;-0,2872;-1,3502
"burkini";-0,5973;0,5001;0,2598;-0,1602;0,2594
"generaux";0,2326;-0,6862;-0,502;-0,232;1,0348
"indifférencié";-0,3502;0,2945;0,4276;-0,0939;0,2109
"management";-1,0297;-0,7665;-1,8879;-2,2647;3,1556
"sécu";0,8103;0,7732;-0,7571;0,6015;-0,8891
"dissolution";0,4544;-0,3716;-0,336;-0,5745;0,4613
"greta";1,5232;2,5293;-0,1402;0,4165;-3,7592
"rse";-0,3925;-2,0473;-0,7888;-0,3646;3,0218
"comporter";-0,5804;0,6228;0,4748;0,2901;-0,4557
"stress";-0,4717;-0,425;-1,1647;-0,6093;1,2657
"manifestation";-1,5566;-0,7018;-1,0933;-0,5892;2,3558
"hypocritement";0,391;0,5307;-0,1315;-0,0608;-0,4811
"réorientant";1,4511;-0,2797;-0,1912;-0,0884;-0,4699
"culture";-3,3767;-0,6574;-1,2652;0,6814;2,6227
"gestion";0,5628;2,2596;-0,3098;1,4557;-2,61
"abyssal";-0,4098;0,585;2,1781;-0,243;-1,0121
"défiscalisée";0,3371;-0,5831;-0,1554;0,817;0,2512
"mepris";-0,206;1,174;-0,1195;0,9229;-1,0234
"hydroélectrique";0,4444;1,4852;12,1326;-0,2541;-8,8266
"empathie";-0,3329;0,5006;-0,2231;1,3253;-0,6767
"détention";-1,1345;-5,2957;-2,5098;-0,5932;8,3595
"gratter";0,5665;-0,9867;-0,2629;-0,1215;0,6962
"promettre";0,7852;-0,3134;2,6011;-0,4522;-1,2398
"ouragan";-0,2038;0,8728;-0,3346;-0,1547;-0,3828
"nationnaux";1,0487;1,7602;-0,1315;2,0892;-3,8922
"camper";0,5953;0,4681;0,9579;-0,116;-1,1196
"récépissé";0,8692;-0,6279;0,4952;-0,0773;-0,3088
"equiper";-0,5149;1,0361;0,3033;-0,1381;-0,5125
"indécis";-0,2266;1,0676;0,583;-0,0608;-0,8929
"violation";-1,9774;0,8368;22,9163;-0,1822;-9,1292
"sourire";-0,4137;0,9824;-0,2509;-0,1735;-0,5779
"finaliser";0,5297;0,9909;0,5139;-0,2265;-1,2101
"foret";-0,5884;1,7492;-0,3607;-0,5965;-0,5949
"baser";-0,3683;-0,58;-0,3838;0,2804;0,6572
"libre";0,9058;0,8155;-0,4303;-0,8666;-0,7496
"infernal";-0,4724;-0,3799;0,4973;-0,4032;0,5443
"courir";-0,6857;-0,3727;-2,4793;1,167;0,9897
"sdfs";-0,2678;-0,2003;-0,1554;-0,0718;0,5545
"rubrique";0,4977;0,4037;-0,8746;-0,9887;0,4031
"procedures";-0,2643;-1,4801;1,2244;1,1861;0,2271
"souveraineté";-0,509;-4,9549;-1,347;-0,2982;5,2443
"outrance";1,3797;2,4235;1,2815;0,4755;-4,493
"transposition";-1,1123;-2,4219;-0,2463;-0,2983;3,6547
"gras";-1,2075;-0,3921;0,9325;2,8674;-0,5353
"dimensionné";-0,3708;-0,3363;-0,2151;-0,0994;0,8871
"doigté";-0,206;1,9218;-0,1195;-0,0552;-1,0234
"pousser";-0,6247;-1,2122;0,3908;-0,2873;1,1947
"sabotage";-0,2472;-0,1754;-0,1434;-0,0663;0,4918
"baril";-0,2156;0,5001;0,7316;1,2859;-1,1466
"explosif";-0,2771;-0,441;-0,6573;0,2983;0,7415
"comparable";-2,9049;-1,5544;-0,3838;-0,2492;3,3482
"drapeau";1,567;-1,0862;-0,3444;0,8353;-0,3837
"figaro";0,3141;-0,6279;-0,1673;-0,0773;0,6187
"lumière";-0,4399;-1,8917;0,5831;0,4749;1,1339
"admin";-0,3708;0,5905;-0,2151;-0,0994;0,2441
"proclamer";-1,5242;-0,863;-0,1711;0,2148;1,5807
"évaluer";-0,4746;-1,2832;-1,0064;-1,2052;2,3109
"partant";-0,3708;-0,8073;-0,2151;0,6891;0,8871
"lobbyings";1,6965;0,7357;-0,2749;0,5958;-1,7842
"anonymement";-0,3502;1,1071;-0,2032;-0,0939;-0,4149
"locavore";-0,4119;-0,897;0,3734;0,6486;0,5865
"mouchoir";1,2857;0,8678;-0,178;-0,243;-1,3049
"sarl";-0,9681;0,5051;0,4366;0,3468;-0,2944
"attraction";-0,4531;-0,9867;-0,2629;-0,1215;1,9454
"rejeté";0,4763;-0,2397;-0,7529;0,2587;0,3009
"ecart";-0,3822;-0,6862;-0,1651;1,7943;0,3193
"démocratisation";-1,0505;-0,2109;-0,2252;-0,2817;0,8345
"intercités";-0,4943;0,6891;1,5777;-0,1326;-0,8606
"promulguer";0,3377;0,3577;0,7429;-0,2983;-0,5464
"assassinat";-0,309;-0,2525;-0,1793;-0,0829;0,6842
"capture";-0,5561;0,9238;-0,3227;-0,1491;-0,2422
"inéquitables";-0,309;1,2808;-0,1793;-0,0829;-0,5325
"havre";-0,3502;0,2945;1,1161;-0,0939;-0,4149
"faillite";0,8529;-1,0669;-0,348;-1,0053;0,7735
"oligomeric";-0,2472;-0,5382;18,7961;-0,0663;-8,816
"fumeur";-0,8889;-2,0681;-1,9242;-0,8893;4,6624
"fumeux";-0,2266;0,5307;-0,1315;-0,0608;0,1741
"well";-0,5355;-1,1661;-0,3107;-0,1436;2,2991
"drone";0,6262;0,8987;0,3734;-0,1105;-1,2233
"onde";-0,2126;-0,3061;0,9449;-0,3756;-0,3097
"dose";-2,295;-0,8837;1,0357;-2,5924;2,1245
"digitalisés";-0,309;-0,6728;-0,1793;-0,0829;1,3264
"salubrité";-0,3686;0,9909;-0,49;-0,2265;-0,3087
"vide";1,8572;2,0638;1,0984;0,5941;-4,374
"haineux";-0,894;-0,6464;0,3058;-0,3064;1,0957
"chauffagistes";-0,2266;0,5307;-0,1315;-0,0608;0,1741
"éliminer";-1,0555;-1,3128;0,7788;0,3248;1,1896
"pensionné";-0,2472;0,4784;-0,1434;-0,0663;0,2114
"péage";-2,0125;-1,4434;-0,9183;-1,2943;4,1881
"surpeuplé";-0,1935;1,1135;-0,1912;-0,2541;-0,6664
"observateur";-0,1923;0,9238;0,7799;-0,1491;-0,9642
"pénalement";-0,2531;-0,5442;-0,2768;-0,5192;0,8112
"anthropique";0,8692;0,3918;-0,1673;-0,0773;-0,6042
"cendre";-0,2266;-0,4934;-0,1315;-0,0608;0,9727
"arbitrage";-4,0118;-1,9027;0,6236;-0,4094;3,4162
"impactant";-0,429;0,6078;1,0141;-0,6407;-0,525
"qualitatives";-0,1375;-0,9867;0,9241;-0,1215;0,3954
"sponsoring";0,4229;0,5907;-0,1195;-0,0552;-0,5605
"explicite";-0,2668;0,5904;-0,2165;0,3605;-0,5026
"journal";0,8316;0,62;-1,2246;-0,5328;-0,4016
"fiabiliser";0,5953;-0,9419;0,3576;0,6301;-0,253
"apprécier";0,7493;0,2937;0,4768;-0,4351;-0,5534
"réindustrialisation";0,3565;-0,4202;0,2325;0,4758;-0,2578
"scandaleux";-1,0632;0,3993;0,8081;-0,7384;0,4259
"paresseux";-0,4325;-0,9419;-0,251;-0,116;1,857
"compatible";0,4028;-0,4827;0,5891;2,4981;-0,7989
"ursaff";-0,8941;-0,6342;-0,4141;-0,4198;1,6806
"echange";-0,1764;0,8678;-0,178;-0,243;-0,5466
"vendeur";-0,3705;-0,7851;0,6166;-0,8506;0,8086
"repensées";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"interactives";0,4229;-0,4485;-0,1195;-0,0552;0,3713
"instiller";1,5232;-0,9938;-0,4542;-0,2099;0,3622
"recrutement";1,1533;-1,7043;-0,9421;-0,5153;1,1214
"équitablement";1,9804;-0,5313;-0,3433;0,3967;-0,6766
"etatique";-0,206;-0,4485;0,6188;-0,0552;0,3713
"demarches";0,8192;0,3401;0,3204;-0,1792;-0,6765
"ultime";0,5351;-0,804;0,3204;0,2775;0,3327
"eau";22,0579;36,9762;8,2308;9,478;-85,2201
"eat";-0,2266;0,5307;-0,1315;-0,0608;0,1741
"rénover";-1,512;-0,4414;0,4543;0,2722;0,859
"désir";-0,5035;0,3486;1,2223;-1,4638;-0,2895
"générique";-0,6891;-0,9112;1,0362;-0,348;0,8073
"baiser";-0,2396;0,7376;-0,3705;-0,1712;-0,2848
"présidentialisation";-0,309;-0,2525;0,4708;0,7602;-0,2672
"opticien";1,4627;0,5679;0,2804;-0,1491;-1,3272
"résumer";0,4725;0,2778;0,3474;-0,178;-0,4419
"survol";0,3371;-0,2003;-0,1554;-0,0718;0,2512
"revendication";-0,4917;1,0532;-0,6;0,3317;-0,4798
"jouir";-0,6898;-0,9885;-0,4184;-0,2487;1,6486
"désolidariser";0,3371;-0,5831;-0,1554;-0,0718;0,5545
"telephonique";0,2569;0,2945;0,4276;-0,0939;-0,4149
"prévisible";-0,2515;-1,1944;-0,8725;0,6278;1,2126
"80km";11,9719;4,5998;0,9593;6,4095;-21,7742
"derrière";0,7825;-1,583;0,8073;-0,5509;0,5648
